review_profilename,user_encoded
dexterk1,10596
smithza9,17075
garchooga,11603
supernaut,17468
OhioHopDevil,5347
mchlipala,14345
ATraurig,185
JAMdaBuilder87,3632
sirosler,16930
rickmick,16234
paulieatworld,15598
drewd,10873
HisDorian,3291
jaxl,12610
jkwuc89,12926
flexinwext,11446
BringusKilkenney,1346
langm12,13764
firkinhophead,11417
TheNightbird,7136
tittymcj,17898
beergynt,8655
paperbackfoster,15553
flyphisherman,11462
alumley,8116
lifebeer,13876
mbrasi,14315
IHABrew,3470
GCGrant,2830
throwitallaway,17843
Ben4881,912
cobalt60,10009
hockeydude,12137
MONKandTUCK,4596
BeerNoobNC,812
ssuggs01,17257
Randalld,5856
BStalf21,576
Maltzilla,4677
MaggieReed,4646
fltmedic,11453
kdiggidy,13424
ForkAndSpoonOp,2758
ThoreauLikeAGirl,7213
godfathermg57,11778
nsabo,15315
Boodoggy,1173
jabergess,12517
violanojblues,18309
404UGA,80
crosamich,10168
inxy,12440
jaluria,12555
josefnewsong,13131
Marcrates,4704
OSUBeerStudent,5325
tfratzke,17676
jpalarchio,13163
dino213aa,10658
citan133,9907
alexgrahamlv,8067
dschuster03,10945
steelersxl,17301
SkipWeathers,6541
krantul,13660
expatsteve,11296
irishmoss,12463
blodgetm,9048
StayWounded,6715
smbslt,17052
SFC21,6189
SirDrinxAlot,6508
AlFromBayShore,279
BarBEERian,628
Iceman77,3520
hansgruber,12005
Beerkovich,867
pwsoldier,15982
MysterySwirl,5116
PALMEJ1,5440
beer1018,8586
amanofbeer,8126
azorie,8387
zminor,18803
shrxxm216,16878
pepsican,15666
Plenum,5666
srroos,17246
robotagogo,16337
TheViceBlog,7173
2xHops,64
jgap,12826
surfer4life,17477
locstir,13938
mci,14347
jcdgoad,12679
chiral3,9841
AlcahueteJ,290
nesta,15134
shortsqueeze,16868
Evan87,2588
dnrobert24,10746
LeviAllen,4413
dpuia,10844
AleDrinkToThat,292
WilliamD,7692
PrAndo,5723
btuthill,9431
DSmith24,1997
ezpottsy,11309
charlottebeer,9761
padan7,15529
brianlg,9342
RemyLeBeau,5950
WhiteRiverSuds,7668
Darius75,2083
dwilson01,11023
BeerLover729,787
BeerStine,830
trill,18049
eastwardbloke,11049
jamesm7485,12564
imperialbigswig,12396
iflah45,12357
NoonanDBarbarian,5271
deaconsmith,10506
Pehlman,5556
japetus,12581
Melachai,4823
McLovinmybeer,4796
ASymon13,180
epiinephriine,11214
RJJahnke,5815
raiser,16037
Avryle,498
BigFrank71,996
unholy2,18211
jessecarr,12805
damon,10314
mjd83goblue,14655
schroe58,16635
ABCJiugui,141
thomcatr3t,17834
goryshkewych,11819
trumpetego,18073
Pointman,5679
NolanGTI,5265
RoBotGod,6029
wiscokid920,18533
Shaggy9356,6410
Graham21,3027
stegosaurus,17308
orgymaggotfeast,15481
jsbrendle,13215
beersabound,8716
GimpyCane,2947
QuaterTill2,5790
joshleo,13140
BobCS,1133
Beer4Baltimore,727
hefehead,12065
skomahon,16978
edmastny,11090
guinness9880,11942
yoko,18720
Duffman929,2397
dookiepower,10798
dvsbizzyb,11010
Alpar,336
kenneyho,13474
Devi0us,2187
gaugebozo,11628
Dobby,2239
BrahnSolo,1225
travis224,18017
CashMoneyVagrant,1600
beer4colin,8591
hopluva1,12206
EORS,2448
vic21234,18289
kspongeworthy,13684
HattedClassic,3206
slowbie,17034
GoldenChild,2989
uberez8,18162
Kala1073,4112
jpopejoy,13177
TallPaul07,6955
tvault,18116
ixodus,12510
BrewIrish98,1266
gawnphishin,11631
NefariousR,5192
zappuh,18770
Schmidts,6310
larsenju,13775
devilishprune,10591
2BDChicago,50
Alexmc2,318
RTJakarta,5830
StayWhatYouAre2,6714
bmonty412,9084
Munkaboo,5095
pocwolf,15842
walteez,18372
mellowmark,14426
plehnus,15812
tasteegood,17562
tr0n,18001
DividedAvery,2225
yobeerman,18717
rings,16253
Elendinn,2512
goatxpower,11771
corcoranjc,10071
doopiedoopiedoo,10799
johnbjaeger,13059
icculus304,12334
shiptoshore,16846
CheapHysterics,1668
InspectorBob,3585
mbenthall,14309
pschul4,15926
keytown,13513
jlmarshall,12942
BruChef,1365
geryeb624,11684
calir1,9548
H1N1,3135
theembalmer,17745
bronco94,9363
sk8man121,16951
largecar73,13770
rjhaupt,16267
PatrickSullivan,5524
dmsohyea,10737
trygger87,18078
DosBeerigos,2293
southside,17166
roodie,16379
hopking311,12203
sodiepop,17117
MS22,4602
scarnold8,16608
gregmoscetti,11889
opwog,15461
phishisphunk,15739
beerguru15,8650
Kanebanger,4117
Banger530,624
Destral,2181
Chronofied,1729
TJBurgess,6901
mherring,14492
phreak1983,15750
DaveJanssen,2115
theirishdago,17765
anneseg,8204
LyonsHead,4557
CircusBoy,1751
riversidetravlr,16264
RJay,5818
WonderfulSam,7729
Beerinabelle,861
tjinohio,17908
mishuggah,14619
jslern,13234
STLbeerwriter,6228
masterhomebrewer,14219
BelgianPrincess,906
southernmagnus,17163
cschepers,10186
sugarbrew,17434
beerfan99,8639
skywizzard,16994
rbbchbum,16096
jduffy21,12737
pBRale,15518
Wtbrooks,7744
wscaffe,18599
StoutishDan,6786
mrkun,14878
mater,14229
SirBenton,6506
Puddintane,5768
MikieV,4912
jongullotti,13109
SFrankBrew,6193
getgetgettleman,11689
Rbehrens,5891
Betmore,943
jellis00,12772
klink40,13594
StoutKing0104,6778
ncredible1,15092
JimbobAlonymous,3888
jagoffyinzer,12536
Evocatus,2599
imanidiot777,12386
nickynick,15195
BierStein711,963
throwthechaff,17844
plastik,15808
jdskinns,12733
MBABJJ,4565
DCX,1951
whendeathsleeps,18476
mooseo,14800
Lepley,4405
solargoat,17125
NHJim,5133
bakeller,8424
MaduroMike,4639
uawildcat,18159
hellbilly,12076
antzman,8215
marcellaproust,14153
ash111,8293
fountainofyouth,11491
olympicgatorade,15418
ProfessorHops,5746
jayb,12614
Doiv,2264
downes51,10832
MaldonGold,4662
koolk,13637
aunwin,8344
timholio,17870
kylesobrien,13729
TroyS,7370
torchednoodle,17987
BeerNutta,814
mithrascruor,14636
WaXHeLL,7590
johndawsonaustin,13064
GuinnessSmurf,3112
helloloser12345,12079
MattMacLeod,4749
melagnus,14420
Twitchsey,7406
lghansen,13866
MrDark,5023
Keitherduder,4153
hefevice,12068
ivanwatling,12506
Dentist666,2169
Linalmeemow,4444
gilthorp1,11727
TheThirdFloyd,7169
winpig3,18532
bierschmecktgut,8863
curasowa,10221
Getinthevan,2926
entheogen,11207
Roderick,6060
brichaz,9343
brewgetter,9290
littleshamrocks,13918
jbschafer,12669
tfarmstrong,17672
gluemouth,11748
Taipans,6949
MIZZOBrew,4582
shadow1961,16798
jtrockchalk,13274
rrg1gb,16410
EmperorStan,2536
ihscout426,12370
sacfly,16516
bucko,9442
Manosbeeroffate,4696
RushLimbmalt,6129
LordChesterfield,4498
piwodevo,15788
fretlessman71,11529
centbeerfest,9703
Herky21,3255
rwathree,16472
LimoBarbie,4443
BogleHill,1157
scottmbolt,16675
MorningBeer,4996
Duxx,2427
Snyder18,6600
VictorEHuskie,7525
Cheers,1672
burchetts,9473
TrippnFiasco,7359
Hopfist,3390
RodBurg,6057
drewseslu,10876
HaysAmerica,3223
fryman,11546
Vibbly,7520
ghurux86,11716
mtravis63,14932
swamiswamu,17493
jimdkc,12869
TippySelenoid,7258
JuicesFlowing,4029
jbartlett89,12643
TheQuietMan22,7144
erikdwallace,11226
hossua34,12242
NicholasCasber,5222
BCK,528
sluhdrum07,17038
keeganfrank,13437
chadu,9737
beerlove82,8683
Tinfoilrcr,7255
Kahlerbock,4102
gavinstoub,11629
Steedee,6718
Chaz,1666
tarrbaby,17561
dmowen,10736
SafeAtFirst,6242
dehsign,10547
mikescags,14577
stagman,17264
cbmatt,9651
BeerWhale,842
lavellen,13786
josht,13147
evanlarkin,11270
dankbrew21,10341
echdk3,11065
ckaufman,9924
nicdub,15162
lowbrau,13985
bradybeer,9220
blackjack000,9012
XVPierogies,7753
jmunsters,12990
glassbrass440,11738
letters4jeff,13856
meechum,14410
orangetee,15467
kguyty,13523
nightcrawler,15202
icemonkey908,12342
nosaj442,15279
jrb1001,13191
ladyfirefighter,13738
Otacon,5416
TheBearWakes,7039
alphagnome,8108
WeezyBoPeep,7629
Dave412,2104
grapemaster,11850
Kathleen,4129
mphopkins99,14839
torsoul,17990
OzarkElmo,5435
Bobo77,1148
jmmakare,12978
cubbyswans,10211
phergy,15710
phunknerd,15753
etenbus,11256
midwestbrewers,14531
Zundo,7830
jadejaws,12531
Lillenk,4439
BeardFacePhD,699
psyphin,15947
wjc26123,18544
ebit,11062
ChRiSt,1630
973423.0,131
Clockwork420,1776
Tuey13,7388
indiended,12412
ithacabaron,12498
DeutscheJeff,2184
BiomedHawk,1052
smwesson500,17092
milkjunkie666,14592
IchabodcraneIpa,3524
bearass,8558
ig88b,12362
radiator,16024
nighthawk,15203
meday,14408
SickBrew,6468
danny013,10350
hegelec,12069
Herrbrokt,3263
Tbn2,6976
andrewt960,8175
essie,11251
Romulus141,6077
anaduja,8155
motte,14824
GrimmReaper,3082
shererjt,16839
ablaze,7872
goochpunch,11803
harpus,12020
Kulrak,4285
conkerskippy,10048
kobeer,13625
Melchizedek,4824
clabaugh,9933
cthcarr,10203
leokbelo,13839
keethrax,13442
zebedee,18781
ReDave,5897
duhrider,10982
haz77,12042
AlesRTasty,304
afordney,7957
MMansfield,4591
ChuckD,1732
WetCoaster,7651
Quaffer,5786
Saccian,6236
headlessbob,12054
fatherbeer427,11350
JohnnyDuvel,3963
2ndstage,60
leadman,13806
sutcliff,17490
rkhaze,16279
JustLovinBeer,4041
hobbes2112,12131
huxcrunner,12289
PiratePete,5648
jwholdsworth,13327
NearerMyBeerToMe,5184
HellsBELLS24,3249
UncleFrank,7457
Darkale,2089
Reverand,5965
Wattsox,7617
berley31,8804
mkomalley,14696
JoKo,3913
xtalman,18663
isjohnder,12479
Grunewald,3101
liquidluker1,13903
TubaManJack,7380
whiteskittlz,18485
Tim2000,7241
Mumps,5093
MrB2006,5014
chuckm,9883
KALIKGOLD,4062
Lagaffe74,4338
hungryghost,12277
TongoRad,7294
jtmOBX,13269
suedehead,17432
kiya,13573
sitbooboosit,16938
BeefyMee,720
Rumrunner,6123
byrd,9521
TheJoj,7104
MuddyMikes,5083
the42ndtourist,17706
daytrippr65,10442
wertperch,18445
coolbrew,10056
theopholis,17783
LBIsurf,4309
6stringfunk,105
BrewSomerville,1277
fosterific,11489
barleywort,8466
BeerMe20,801
JohnnyP3,3966
Smixam,6581
jaycount,12616
ImusBeer,3563
FleeVT,2722
crhensel,10158
aaronxsubaru,7853
sward84,17497
aristeros,8263
rgrholmes168,16205
davexisxrabid,10414
stagger,17263
MunchkinDrinker,5094
tctruffin,17609
awatkins54,8366
patobandito,15576
fx20736,11576
SetarconeX,6393
Bagman007,607
reppertmr,16182
KeithOhio,4150
leagr,13807
phildorsey,15720
moger777,14763
marlinsfan4,14184
ReadyFireAim,5900
PhragMunkee,5622
Bsobotik,1388
RandomBob,5858
ChadFromCanada,1631
JonnyHud,3985
jayrod20,12623
GeoffW,2920
lostdesperato,13973
OKCNittany,5316
ricchezza,16219
CNeilP09,1501
Jordan1985rec,3990
UncleHammy,7458
Innocentexile,3581
ckollias,9930
doubledteague,10817
DirtyPenny,2220
hiikeeba,12111
theSaj,17715
jerbaugh,12783
KodyBrannon,4251
yourunclewalt,18732
scottblaze,16668
n6zxe,15029
micahgoldfus,14503
rohrbachsfan,16365
dmoney03,10734
penguinjive7,15660
jameaterblues,12557
StargherKing,6708
Beerwolf17,894
vickersspitfire,18292
superbeeje,17455
Unhopped,7465
jazappi,12630
HoustonTX,3442
brushpig,9399
chefhatt,9790
F15jock1701,2615
Morningstar,4998
joeshmo21,13046
horndecker,12237
NJbeerman,5139
HochFliegen,3299
evh883,11275
cubedbee,10212
beersarang,8719
landonh,13760
cracgor,10117
mgdeth,14476
StevenZubler,6745
acrawf6,7896
JLShepard,3678
foXXtail,11468
MarcGetty,4702
ranger7,16062
niknar,15209
kemoarps,13463
thegodfather1076,17754
BanditTA,621
thadkaster,17687
farHillsBrewer,11329
usualpulp,18234
Pineywoodsrooter,5638
Ilacquin,3540
RootedFool,6089
Afterburner,253
DaveGood,2112
padjo1,15530
Buzzkill,1458
saskguy,16571
BigSipper,1013
avylover,8363
hunterrose2000,12279
barbarian,8445
inman66,12429
Stubbie1,6807
Indybeer,3573
deckjohn,10529
cyrock1,10263
mnrider,14743
chefelf,9788
beerNdarts,8593
jdspears41,12734
pilotgod,15767
eerilychildish,11110
rjplumer,16273
breadnerd,9238
jporf911,13178
zaq37,18771
vdread,18266
shearer292,16835
NATOuk,5120
mike130,14541
TheJudge,7107
BeerIsland,785
allforbetterbeer,8097
KylightZone,4300
RoundelMike,6100
andythejerk,8185
ibashmuck,12328
clintone,9974
ratatat,16076
Mandark,4685
mazingblue,14303
minnunderground,14608
Giveit2medark,2953
kickapoodude,13532
mbrown1102,14317
Tncapehart,7263
rmaste6282,16299
gobeer,11772
coopsta12p,10065
tvv375ia,18119
Jips,3901
bmillen22,9077
rolf17,16370
Wisconsin,7712
CheeseTurds,1673
mandoskippy,14131
beergurujr,8651
TwinButte,7404
MrGraybeard,5031
tozerm,17995
rotsaruch,16392
belgian4ever,8752
vitesse,18318
Jarod,3772
kdrobb2k,13432
apintofknowledge,8228
RicardoPino,5980
Bang34,623
showell,16872
Beerman3000,869
justin7742,13302
templar316,17647
Thiestru,7196
rjimlad,16268
aluskungs,8118
marypha,14201
ccs,9678
poluti,15856
dhannes,10619
matthewfuchs,14258
atuite,8330
BeerHonky,778
bubrewer,9434
jonnyoyeah,13112
Countrysurfertt3,1843
iAmOverrated,12300
Fishbone,2710
99bottles,132
soper2000,17142
JamesBerry,3747
kleing,13591
BaronRogue,648
e11iott,11038
beersensei305,8720
Travlr,7330
Bootscraper,1181
USNMark,7434
bcolflesh,8528
andyinsdca,8179
Reanimator,5905
davidt,10432
Liquids,4454
boblog,9121
drinkeroffortune,10888
Garin,2876
lipschitz,13900
brakspear,9221
johnmb88,13070
johanvond,13056
mitche24,14634
zjungleist,18802
WPhilabrew,7578
surplusgunguy,17486
Boneheadmx,1168
12puebloyankee,23
Snipp,6594
SleepyMonk,6558
aidanxfriesen,7984
usmcphillips,18232
RedBeerHead,5912
redmagik99,16138
scottythabody,16685
cro250klr,10164
Wonka,7730
sunrisesolara,17451
joshwlt,13152
PlaywrightSam,5663
headlessparrot,12056
TRAICH,6921
scottyf1,16681
Hubris,3447
IRONRakkasan,3505
Folderol,2749
prodgerm,15913
absolUtmagnitUd,7878
Cs1987,1914
BullCityB,1427
Archajex,425
Procrastinator,5742
beercap,8618
goldenpeanut,11792
fatbot,11348
doppler,10807
thebreadguy,17727
livingregret,13924
kennethska,13473
SaltyLime,6254
alehopman,8051
auntfloyd,8343
WAP,7561
ChrisBowers,1713
Zywiec06,7834
KyleVick4,4299
Handybierdrinker,3175
ej285701,11128
Hautacam,3213
chicagoish,9812
MeMyselfNAles7,4806
dfernandez77,10600
DrPond,2325
pweis909,15977
maggotbrain,14088
brsett,9385
rmolledo,16309
SteveS1,6740
KYbrewgal,4100
BDJake,532
kensuthe,13481
Wallstreet,7597
martinmayhem,14193
DavidBart,2121
HeroJH,3257
Psyopticon,5760
51mmz0rz,91
weller1js,18442
MarvinSnyder,4727
rjonnz,16272
steelerkiss,17300
mikem929,14567
cfriend2,9719
squirrelpirate,17238
greengorilla,11875
scoob8000,16655
sudsface69,17430
CpnYates,1852
Rhettbuck,5976
Fezfreak,2679
Pharkle,5588
Treyliff,7342
mountaineer99,14827
xhcadamx,18644
sdscotty,16719
choyhosoi,9846
orelion,15475
Madigan,4634
ChrisOsman,1718
macleod,14053
Thorax,7212
dmbfrat420beers,10725
hobojon,12134
treque,18039
cervezale,9708
juankzas,13278
hickmancase,12108
Kiwano,4230
rfabian,16194
Dijeriduster,2207
WildMaverick1200,7683
RunDWP,6124
basi76,8484
moonman00,14793
KrautAficionado,4267
NickRivers,5232
ineva,12418
andyfrancis,8177
misinformed,14620
rsvlbrwr,16423
Vanlingleipa,7499
madpentzer,14076
Rennpferd,5954
beergeekjoey,8645
fernz18,11383
GrahamBJ,3029
gobias,11773
codfeast,10015
niibuyaa,15207
Murrhey,5104
georgekingfish,11676
thekoz,17771
jmperez,12984
Perrumpo,5573
Shango42,6420
danmouer,10347
brewhaven,9293
ryane,16485
stevoj,17342
tangentrider,17550
drewmprs,10875
OatherS,5334
DoppleJock,2289
uglyguy,18182
fsimcox,11547
LungeRehm,4543
MichaelGreene,4859
styrene,17421
sfsean28,16786
wesbrownyeah,18447
lilbuddha,13885
Stonepot,6766
csbosox,10185
WMBierguy,7571
SkunkleDunkel,6550
BrianKJ,1331
jonnylieberman,13111
bensiff,8789
dboe,10464
MikeWilson,4903
joeack,13015
umtox,18194
barrelman,8471
sharkheadlasers,16820
elinash,11157
Ungespundet,7464
eze153,11305
Raven3464,5882
troysoy2,18066
hoppyweasel311,12220
janubio,12579
nrpellegrini,15311
Doppel07,2287
beerenjoyer1,8635
Beeryce,895
Mayhem976,4776
Wegbier,7630
germanbeer1,11680
jbonapar,12659
Monsteruss,4977
taylocd,17575
FenwaySquid,2674
DUNDERBAK,2004
diamonddave,10633
bigrzman,8929
schuim,16638
psinderson,15930
nutzpk,15338
pons,15861
dazdave,10444
Joss,4014
musicman575,14972
Tim,7240
AudioGilz,478
Scoats,6326
endovelico,11196
Ljunkan,4470
geckointhebox,11654
beerbuddah,8613
clocktower,9979
grdahl,11863
NedShakeshaft,5186
ThreeDimesDown,7218
Matthoc116,4757
cwachtel,10239
nebula1999,15103
BobThomas,1137
begforme4484,8744
ksbrainard,13679
bgjohnston,8833
VitBAficionado,7542
rednrag,16142
Monkeypaws,4973
skypilot,16992
KenC,4162
CarfiCZ,1584
redraider2323,16143
HoldensHomebrew,3311
MrHassellYaHurd,5034
MBPChead,4566
bpfishback,9203
bigbodybussey,8877
PaintballDad,5486
Fitzgerald,2713
animal69,8199
BreworFerment,1308
bob3701,9101
RyanLigeia,6152
kagent777,13358
ficknish,11397
Arinthos,433
Otesanek,5417
PvtVile,5780
Sabby2000,6234
MLasoski,4586
DigitalHype,2206
letsgopicnic,13854
cpn920,10106
88blkiroc,123
Nascartailgatefa,5168
pojo41,15847
Ruds,6111
SouthAtholSuds,6634
newbrewer111,15139
beerfairy,8637
kenn,13472
DeepSix,2152
paytoplay,15619
jophish17,13120
trackstar1043,18005
Norsebrew,5282
mjuthewise,14682
HopGoblin,3353
erikeifert,11227
meltinjohn,14430
rudyarmand,16434
Andbrew,371
StevenBilodeau,6743
instrumentality,12435
CaptainPiret,1573
jmc44,12963
CWiggins,1522
jeffjfindley,12761
gosurfobx,11822
OhioBulldog,5346
redwolf1,16149
Jerrytas,3851
andrewmartin,8171
ryanms3030,16490
Hagbard,3156
doho95fu,10768
guinnessman,11946
Hachiman,3155
ryanonline,16493
onecrazymofo,15433
keilerdunkel,13447
rdrummer,16115
jlervine,12937
ThreePistols,7221
WaltTrombone,7601
hollicetales,12152
ColForbin,1795
tschmidlin,18084
ChicoraBoy,1689
cjer53,9913
Mick,4867
dyoung3,11031
Jemonster,3834
ghetto90007,11708
AleWeizengarten,298
hmf05,12127
cudmud,10215
jebert,12740
Bankrobber77,627
neo06051,15124
wschumac,18601
pnaimoli,15836
CASK1,1465
Bierfreund,968
xthemystic,18664
Irrigate,3618
snafui,17094
bobarito,9103
biergeniesser,8856
JoeyHotrod,3933
miskatonic,14621
smurfyou,17089
aaron12,7849
lionchow,13897
turkob,18108
maltlikker,14116
BeerNemesis,810
allanplaysguitar,8091
ksmi116,13683
100floods,9
jyuhas,13343
AventinusCam,495
LinusBohman,4448
Takahiro,6951
JonB1958,3977
jjfancybeers,12898
Prime16,5734
ao125,8219
Philousa,5615
VtBeerRun,7555
porkinator,15877
stewfnrocker,17345
LambicKing,4345
BieresDesMoines,967
Dlish,2230
jimspivey8,12886
thespaceman,17803
Draughtsman,2336
JaredWolgemuth,3770
JohnCurran,3942
jobcrackerbah,13005
dirtyskunk,10670
Ochsenblut,5338
Intrinsic,3590
miketyree24,14582
LuthersLager,4550
robertfulwiler,16321
VWBuggirl,7486
rhollman,16212
MyGoodness,5113
DKight,1977
UncleAl,7453
cwc,10240
cpanossian,10100
JoeAmerican77,3915
mikechance,14548
anakar,8156
BayerischBier,679
specksnreds,17190
akenethon,8012
PintOHops,5641
JosiahS,4012
Long813,4486
brewtal,9326
advill88,7934
frankiepop,11511
Sam21,6256
brown2cu,9375
Kristing,4274
BJDuty,551
julian1117,13289
Darkhorse09,2091
tvljr,18118
Beerbythepool,852
FloppyDog,2728
Lars3,4363
xxthepatientxx,18673
Javers,3782
nhudson,15159
Reiksguard,5944
krunchie,13674
JustinMann,4047
asauer,8288
MinorThreat,4923
gubbt,11932
freeeekyyy,11522
bradriverview,9218
thatothermitch,17700
Dangerous,2056
harkjohnny,12014
PiecefulToker,5630
K270,4057
willjansen,18512
sschliv,17252
goaliepride,11765
tsbuttry,18083
likestoswallow,13881
wesleyhighley,18451
BeardedSquash,702
jakon,12551
basica,8485
sessycuban,16770
joeysmokedporter,13052
edmedina,11091
bspersonal,9421
uberabr,18160
kernalklink,13489
Hammarby,3168
travise,18020
wavz,18404
jvajda,13311
NorthernVA,5283
mousley,14830
Tawnos,6972
BradBLR,1217
loving44,13984
dlandry427,10714
johnniemarg,13073
blimey,9036
rslomin,16421
SurgeonGeneral,6842
GnomeKing,2966
Chapstone,1647
riordan93,16255
jhu1995,12851
Bierschenker,974
stopmakingsteve,17377
wolfy,18569
Dasa1044,2102
BierManVA,960
cedricwarner,9694
TinusTime,7256
Nectar,5185
cpagh,10099
Ardon,428
grynder33,11924
1morebeer,37
bmacaskill,9071
CFrank,1483
Arliman201,439
hooligan,12174
Kartoffeln,4124
iguenard,12364
Gobigvt7,2975
ollie78,15414
kanshiketsu,13370
monkeybone7504,14779
Birchgrove77,1054
Brianmerrilyn,1337
RedBeerchetta,5913
Whiteknight,7670
BeerIsMetal,784
dwheeler,11021
chimaychimaynot,9832
spiveym,17210
Mechphisto,4815
ohitsbrad,15383
crawfow,10136
t8000shx,17526
bultrey,9461
Eyedrinkale,2612
cerevisiaephilus,9706
Adamthome1,240
ZacHart,7796
AtrumAnimus,472
headlessclown,12055
Mjoepp,4951
sachsich,16517
2roosters,62
moocey,14790
Kookiekwan,4256
breeze,9244
mgreenlaw,14486
noclue,15248
anders36,8161
jed,12743
Joey7F,3931
PCaravan,5449
filabrazilia,11402
MobBarley,4958
57andcounting,92
ToolHead,7304
sj660,16942
dedalus,10533
cbill,9646
masterbruewer,14217
Hobbz,3297
Seumas,6396
Dubblebock,2386
RockyTopHeel,6056
bushwhacker,9491
LarryWilliams,4361
Rifrafboy,6005
poopstheclown,15866
Anonmatel,397
Landgolier,4351
ethosx19,11261
texascarl,17667
stoutlove77,17384
Amdahl,350
dali27,10303
cambabeer,9558
BigD1972,989
tang214,17548
zakery,18761
theman336,17775
ryanocerus,16492
JeffreyG,3831
DarthMalt,2099
BKotch,557
BarnacleBill,644
scratman,16692
jeffaz02t,12752
IllNate,3541
bubseymour,9435
masey222,14204
bierguru,8857
Andrew644,376
emsroth,11191
mudbug,14943
y2jrock60,18681
aranheaney,8247
KonigObHops,4255
SnowGoon99,6599
kdawg105,13420
mcdevster,14340
darkmartin,10377
Bizz88,1070
mmahut,14714
Clutch28,1781
missingsense,14624
KazikliBey,4136
eschbach,11246
AlexCorleone,306
kicktothehead,13534
Kaiser777,4106
TeamSeinfeld,6980
vazy,18264
Slygato,6569
NA1NSXR,5119
bgreg3,8836
Fnerk,2743
TAMU99,6875
chickenm,9818
NatetheGreat,5175
baseballrock,8482
Haufniensis,3208
TappaKeggaBrew,6962
danetrain0101,10329
milkthedog,14593
Faune,2667
Reinheitsgebot71,5946
montecristo2,14788
jmaur345,12961
kpoole25,13652
NicholasSchell,5223
BeanBone,696
Shakujin,6414
ipscman,12451
ThomasMetal75,7211
ThickestHead,7194
kinghotpants,13555
Trigcove,7346
schuyhigh,16642
hockeyhead,12138
585.0,94
UnsungBeero,7470
Sheva,6439
Gilly1980,2942
ShireReeve,6446
nanobrew,15049
mcraw88,14365
treyfire,18043
TheBishop,7052
madvoice,14081
AES,156
MitchW,4946
sabalon,16511
aletales,8061
tanklin001,17552
FCGrabo,2623
nattefrost,15069
1099.0,13
kevd193213,13492
n811,15030
jjazz,12894
Vendetta,7515
jla12,12929
steeler,17298
BarryNL,657
dannyac,10352
rkinsella,16281
FrozenJoe,2803
layinbrix,13792
BermahOne,933
KaiMiller,4104
gnuisance,11762
mgp80,14485
dcam1437,10474
jamiejohnson,12571
spewdog,17197
beerkoz,8679
BACabrera,516
AZTEX,191
joshgambit,13136
mrbrewer,14855
Exner83,2605
lionking,13898
JimmyKane,3896
colbyrodgersfire,10023
JackWeizen,3731
aeolianshredhead,7939
JamesPGH,3750
K9AleingPiss,4060
kenatbeerswap,13466
GrizzlyBehr,3091
cbleary,9649
kush428,13707
bsdlite,9413
BeerTaster,833
BigJTrucker,1001
jenbys2001,12776
Hoppington,3400
lpdean,13993
horseblanket,12238
nakedwaffle,15042
korndog,13645
vikingloki,18299
tytm12,18152
nosbocaj,15280
alldaydrinker,8093
DC11,1949
jdmorgan,12726
metallistout,14453
inanimal,12406
Ackit,220
Collegedrinker,1800
